City,State,Crime Count
Hamilton,Texas,22
Hamlin,South Dakota,1
Hampden,Massachusetts,645
Hampshire,Massachusetts,52
Hampshire,West Virginia,30
Hampton,South Carolina,49
Hampton,Virginia,389
Hancock,Georgia,18
Hancock,Illinois,3
Hancock,Indiana,11
Hancock,Iowa,7
Hancock,Kentucky,3
Hancock,Maine,32
Hancock,Mississippi,51
Hancock,Ohio,8
Hancock,Tennessee,7
Hancock,West Virginia,22
Hanover,Virginia,93
Hansford,Texas,3
Hanson,South Dakota,1
Haralson,Georgia,30
Hardee,Florida,57
Hardeman,Tennessee,63
Hardeman,Texas,6
Hardin,Illinois,3
Hardin,Iowa,7
Hardin,Kentucky,108
Hardin,Ohio,16
Hardin,Tennessee,43
Hardin,Texas,63
Harding,New Mexico,1
Harding,South Dakota,1
Hardy,West Virginia,28
Harford,Maryland,203
Harlan,Kentucky,90
Harlan,Nebraska,1
Harmon,Oklahoma,8
Harnett,North Carolina,253
Harney,Oregon,9
Harper,Kansas,3
Harper,Oklahoma,2
Harris,Georgia,31
Harris,Texas,16300
Harrison,Indiana,34
Harrison,Iowa,10
Harrison,Kentucky,14
Harrison,Mississippi,439
Harrison,Missouri,8
Harrison,Ohio,13
Harrison,Texas,200
Harrison,West Virginia,114
Harrisonburg,Virginia,38
Hart,Georgia,19
Hart,Kentucky,25
Hartford,Connecticut,1444
Hartley,Texas,3
Harvey,Kansas,10
Haskell,Kansas,2
Haskell,Oklahoma,23
Haskell,Texas,10
Hawaii,Hawaii,210
Hawkins,Tennessee,43
Hays,Texas,116
Haywood,North Carolina,50
Haywood,Tennessee,45
Heard,Georgia,5
Hemphill,Texas,8
Hempstead,Arkansas,58
Henderson,Illinois,1
Henderson,Kentucky,49
Henderson,North Carolina,132
Henderson,Tennessee,41
Henderson,Texas,173
Hendricks,Indiana,19
Hendry,Florida,118
Hennepin,Minnesota,1898
Henrico,Virginia,478
Henry,Alabama,30
Henry,Georgia,118
Henry,Illinois,2
Henry,Indiana,64
Henry,Iowa,12
Henry,Kentucky,23
Henry,Missouri,19
Henry,Ohio,14
Henry,Tennessee,41
Henry,Virginia,225
Herkimer,New York,27
Hernando,Florida,172
Hertford,North Carolina,73
Hettinger,North Dakota,1
Hickman,Kentucky,9
Hickman,Tennessee,24
Hickory,Missouri,4
Hidalgo,New Mexico,2
Hidalgo,Texas,1157
Highland,Ohio,15
Highland,Virginia,4
Highlands,Florida,158
Hill,Montana,15
Hill,Texas,81
Hillsborough,Florida,2597
Hillsborough,New Hampshire,231
Hillsdale,Michigan,35
Hinds,Mississippi,1987
Hinsdale,Colorado,6
Hitchcock,Nebraska,3
Hocking,Ohio,20
Hockley,Texas,29
Hoke,North Carolina,100
Holmes,Florida,28
Holmes,Mississippi,38
Holmes,Ohio,7
Holt,Missouri,3
Holt,Nebraska,2
Honolulu,Hawaii,976
Hood,Texas,38
Hood River,Oregon,17
Hopewell,Virginia,77
Hopkins,Kentucky,83
Hopkins,Texas,54
Horry,South Carolina,599
Hot Spring,Arkansas,70
Hot Springs,Wyoming,13
Houghton,Michigan,17
Houston,Alabama,192
Houston,Georgia,205
Houston,Minnesota,7
Houston,Tennessee,19
Houston,Texas,74
Howard,Arkansas,21
Howard,Indiana,111
Howard,Iowa,2
Howard,Maryland,184
Howard,Missouri,11
Howard,Nebraska,4
Howard,Texas,105
Howell,Missouri,42
Hubbard,Minnesota,13
Hudson,New Jersey,1413
Hudspeth,Texas,11
Huerfano,Colorado,11
Hughes,Oklahoma,21
Hughes,South Dakota,72
Humboldt,California,274
Humboldt,Iowa,1
Humboldt,Nevada,37
Humphreys,Mississippi,22
Humphreys,Tennessee,20
Hunt,Texas,178
Hunterdon,New Jersey,45
Huntingdon,Pennsylvania,47
Huntington,Indiana,20
Huron,Michigan,19
Huron,Ohio,20
Hutchinson,South Dakota,5
Hutchinson,Texas,27
Hyde,North Carolina,11
Hyde,South Dakota,1
Iberia,Louisiana,103
Iberville,Louisiana,86
Ida,Iowa,1
Idaho,Idaho,18
Imperial,California,248
Independence,Arkansas,51
Indian River,Florida,152
Indiana,Pennsylvania,76
Ingham,Michigan,466
Inyo,California,28
Ionia,Michigan,48
Iosco,Michigan,22
Iowa,Iowa,8
Iowa,Wisconsin,12
Iredell,North Carolina,212
Irion,Texas,5
Iron,Michigan,7
Iron,Missouri,14
Iron,Utah,31
Iron,Wisconsin,9
Iroquois,Illinois,5
Irwin,Georgia,20
Isabella,Michigan,35
Isanti,Minnesota,7
Island,Washington,31
Isle of Wight,Virginia,50
Itasca,Minnesota,20
Itawamba,Mississippi,25
Izard,Arkansas,8
Jack,Texas,12
Jackson,Alabama,82
Jackson,Arkansas,51
Jackson,Colorado,2
Jackson,Florida,85
Jackson,Georgia,69
Jackson,Illinois,37
Jackson,Indiana,21
Jackson,Iowa,5
Jackson,Kansas,10
Jackson,Kentucky,18
Jackson,Louisiana,26
Jackson,Michigan,264
Jackson,Minnesota,6
Jackson,Mississippi,232
Jackson,Missouri,4287
Jackson,North Carolina,30
Jackson,Ohio,11
Jackson,Oklahoma,64
Jackson,Oregon,182
Jackson,South Dakota,1
Jackson,Tennessee,7
Jackson,Texas,29
Jackson,West Virginia,28
Jackson,Wisconsin,17
James City,Virginia,57
Jasper,Georgia,17
Jasper,Illinois,1
Jasper,Indiana,2
Jasper,Iowa,16
Jasper,Mississippi,5
Jasper,Missouri,141
Jasper,South Carolina,124
Jasper,Texas,64
Jay,Indiana,6
Jeff Davis,Georgia,27
Jeff Davis,Texas,4
Jefferson,Alabama,3506
Jefferson,Arkansas,508
Jefferson,Colorado,369
Jefferson,Florida,34
Jefferson,Georgia,45
Jefferson,Idaho,13
Jefferson,Illinois,27
Jefferson,Indiana,19
Jefferson,Iowa,2
Jefferson,Kansas,11
Jefferson,Kentucky,1935
Jefferson,Louisiana,1700
Jefferson,Mississippi,8
Jefferson,Missouri,143
Jefferson,Montana,1
Jefferson,Nebraska,5
Jefferson,New York,66
Jefferson,Ohio,61
Jefferson,Oklahoma,20
Jefferson,Oregon,23
Jefferson,Pennsylvania,41
Jefferson,Tennessee,21
Jefferson,Texas,925
Jefferson,Washington,17
Jefferson,West Virginia,40
Jefferson,Wisconsin,33
Jefferson Davis,Louisiana,74
Jefferson Davis,Mississippi,30
Jenkins,Georgia,19
Jennings,Indiana,29
Jerome,Idaho,15
Jersey,Illinois,4
Jessamine,Kentucky,26
Jewell,Kansas,2
Jim Hogg,Texas,4
Jim Wells,Texas,96
Jo Daviess,Illinois,1
Johnson,Arkansas,27
Johnson,Georgia,9
Johnson,Illinois,3
Johnson,Indiana,39
Johnson,Iowa,53
Johnson,Kansas,183
Johnson,Kentucky,34
Johnson,Missouri,32
Johnson,Tennessee,19
Johnson,Texas,135
Johnson,Wyoming,8
Johnston,North Carolina,275
Johnston,Oklahoma,24
Jones,Georgia,31
Jones,Iowa,3
Jones,Mississippi,145
Jones,North Carolina,14
Jones,Texas,36
Josephine,Oregon,128
Juab,Utah,2
Juneau,Alaska,674
Juneau,Wisconsin,21
Juniata,Pennsylvania,18
Kalamazoo,Michigan,296
Kalkaska,Michigan,11
Kanabec,Minnesota,11
Kanawha,West Virginia,502
Kandiyohi,Minnesota,25
Kane,Illinois,233
Kane,Utah,7
Kankakee,Illinois,128
Karnes,Texas,18
Kauai,Hawaii,54
Kaufman,Texas,193
Kay,Oklahoma,61
Kearney,Nebraska,2
Kearny,Kansas,4
Keith,Nebraska,5
Kemper,Mississippi,6
Kenai Peninsula,Alaska,15
Kendall,Illinois,4
Kendall,Texas,27
Kenedy,Texas,3
Kennebec,Maine,74
Kenosha,Wisconsin,156
Kent,Delaware,169
Kent,Maryland,15
Kent,Michigan,801
Kent,Rhodes Island,96
Kent,Texas,4
Kenton,Kentucky,116
Keokuk,Iowa,4
Kern,California,2250
Kerr,Texas,85
Kershaw,South Carolina,113
Ketchikan Gateway,Alaska,17
Kewaunee,Wisconsin,10
Keweenaw,Michigan,1
Kimball,Nebraska,2
Kimble,Texas,9
King,Washington,2723
King George,Virginia,31
King William,Virginia,12
King and Queen,Virginia,12
Kingfisher,Oklahoma,10
Kingman,Kansas,2
Kings,California,194
Kings,New York,1
Kinney,Texas,5
Kiowa,Kansas,4
Kiowa,Oklahoma,22
Kit Carson,Colorado,6
Kitsap,Washington,171
Kittitas,Washington,20
Kittson,Minnesota,6
Klamath,Oregon,138
Kleberg,Texas,73
Klickitat,Washington,25
Knott,Kentucky,26
Knox,Illinois,31
Knox,Indiana,23
Knox,Kentucky,63
Knox,Maine,22
Knox,Nebraska,9
Knox,Ohio,1
Knox,Tennessee,1044
Knox,Texas,3
Kodiak Island,Alaska,7
Koochiching,Minnesota,4
Kootenai,Idaho,96
Kosciusko,Indiana,21
Kossuth,Iowa,3
La Crosse,Wisconsin,49
La Paz,Arizona,39
La Plata,Colorado,36
La Porte,Indiana,183
La Salle,Illinois,22
La Salle,Louisiana,23
La Salle,Texas,13
Labette,Kansas,16
Lackawanna,Pennsylvania,121
Laclede,Missouri,39
Lafayette,Arkansas,37
Lafayette,Florida,10
Lafayette,Louisiana,464
Lafayette,Mississippi,15
Lafayette,Missouri,37
Lafayette,Wisconsin,9
Lafourche,Louisiana,161
Lagrange,Indiana,13
Lake,California,145
Lake,Colorado,6
Lake,Florida,245
Lake,Illinois,219
Lake,Indiana,3094
Lake,Michigan,21
Lake,Minnesota,7
Lake,Montana,26
Lake,Ohio,73
Lake,Oregon,7
Lake,South Dakota,3
Lake,Tennessee,8
Lake of the Woods,Minnesota,1
Lamar,Alabama,3
Lamar,Georgia,29
Lamar,Mississippi,19
Lamar,Texas,115
Lamb,Texas,35
Lamoille,Vermont,18
Lampasas,Texas,26
Lancaster,Nebraska,200
Lancaster,Pennsylvania,358
Lancaster,South Carolina,175
Lancaster,Virginia,23
Lander,Nevada,10
Lane,Kansas,1
Lane,Oregon,293
Langlade,Wisconsin,9
Lanier,Georgia,15
Lapeer,Michigan,58
Laramie,Wyoming,89
Larimer,Colorado,159
Larue,Kentucky,12
Las Animas,Colorado,38
Lassen,California,53
Latah,Idaho,26
Latimer,Oklahoma,31
Lauderdale,Alabama,115
Lauderdale,Mississippi,293
Lauderdale,Tennessee,45
Laurel,Kentucky,105
Laurens,Georgia,87
Laurens,South Carolina,206
Lavaca,Texas,33
Lawrence,Alabama,43
Lawrence,Arkansas,14
Lawrence,Illinois,2
Lawrence,Indiana,47
Lawrence,Kentucky,11
Lawrence,Mississippi,11
Lawrence,Missouri,14
Lawrence,Ohio,21
Lawrence,Pennsylvania,126
Lawrence,South Dakota,12
Lawrence,Tennessee,64
Le Flore,Oklahoma,100
Le Sueur,Minnesota,11
Lea,New Mexico,173
Leake,Mississippi,6
Leavenworth,Kansas,60
Lebanon,Pennsylvania,101
Lee,Alabama,194
Lee,Arkansas,53
Lee,Florida,993
Lee,Georgia,15
Lee,Illinois,9
Lee,Iowa,19
Lee,Kentucky,27
Lee,Mississippi,122
Lee,North Carolina,180
Lee,South Carolina,53
Lee,Texas,24
Lee,Virginia,62
Leelanau,Michigan,6
Leflore,Mississippi,203
Lehigh,Pennsylvania,453
Lemhi,Idaho,6
Lenawee,Michigan,53
Lenoir,North Carolina,217
Leon,Florida,380
Leon,Texas,37
Leslie,Kentucky,50
Letcher,Kentucky,35
Levy,Florida,34
Lewis,Idaho,4
Lewis,Kentucky,11
Lewis,Missouri,6
Lewis,New York,10
Lewis,Tennessee,14
Lewis,Washington,95
Lewis,West Virginia,22
Lewis and Clark,Montana,29
Lexington,South Carolina,387
Lexington,Virginia,8
Liberty,Florida,5
Liberty,Georgia,109
Liberty,Texas,170
Licking,Ohio,55
Limestone,Alabama,71
Limestone,Texas,69
Lincoln,Arkansas,19
Lincoln,Colorado,7
Lincoln,Georgia,15
Lincoln,Idaho,7
Lincoln,Kansas,1
Lincoln,Kentucky,20
Lincoln,Louisiana,71
Lincoln,Maine,23
Lincoln,Minnesota,2
Lincoln,Mississippi,47
Lincoln,Missouri,11
Lincoln,Montana,19
Lincoln,Nebraska,26
Lincoln,Nevada,7
Lincoln,New Mexico,29
Lincoln,North Carolina,86
Lincoln,Oklahoma,49
Lincoln,Oregon,57
Lincoln,South Dakota,5
Lincoln,Tennessee,58
Lincoln,Washington,4
Lincoln,West Virginia,40
Lincoln,Wisconsin,13
Lincoln,Wyoming,21
Linn,Iowa,93
Linn,Kansas,5
Linn,Missouri,6
Linn,Oregon,102
Lipscomb,Texas,2
Litchfield,Connecticut,49
Little River,Arkansas,23
Live Oak,Texas,20
Livingston,Kentucky,15
Livingston,Louisiana,140
Livingston,Michigan,74
Livingston,Missouri,10
Livingston,New York,28
Llano,Texas,20
Logan,Arkansas,18
Logan,Colorado,13
Logan,Illinois,2
Logan,Kansas,1
Logan,Kentucky,26
Logan,Ohio,32
Logan,Oklahoma,51
Logan,West Virginia,105
Long,Georgia,15
Lonoke,Arkansas,70
Lorain,Ohio,220
Los Alamos,New Mexico,8
Los Angeles,California,44511
Loudon,Tennessee,34
Loudoun,Virginia,88
Louisa,Iowa,3
Louisa,Virginia,51
Loup,Nebraska,1
Love,Oklahoma,21
Lowndes,Alabama,50
Lowndes,Georgia,243
Lowndes,Mississippi,124
Lubbock,Texas,679
Lucas,Iowa,6
Lucas,Ohio,1145
Luce,Michigan,8
Lumpkin,Georgia,27
Luna,New Mexico,47
Lunenburg,Virginia,30
Luzerne,Pennsylvania,369
Lycoming,Pennsylvania,77
Lyman,South Dakota,1
Lynchburg,Virginia,196
Lynn,Texas,13
Lyon,Iowa,3
Lyon,Kansas,31
Lyon,Kentucky,10
Lyon,Minnesota,4
Lyon,Nevada,49
Mackinac,Michigan,7
Macomb,Michigan,589
Macon,Alabama,120
Macon,Georgia,18
Macon,Illinois,81
Macon,Missouri,20
Macon,North Carolina,23
Macon,Tennessee,24
Macoupin,Illinois,5
Madera,California,325
Madison,Alabama,543
Madison,Arkansas,18
Madison,Florida,51
Madison,Georgia,11
Madison,Idaho,7
Madison,Illinois,167
Madison,Indiana,119
Madison,Iowa,5
Madison,Kentucky,103
Madison,Louisiana,63
Madison,Mississippi,122
Madison,Missouri,10
Madison,Montana,4
Madison,Nebraska,37
Madison,New York,29
Madison,North Carolina,11
Madison,Ohio,9
Madison,Tennessee,347
Madison,Texas,37
Madison,Virginia,20
Magoffin,Kentucky,19
Mahaska,Iowa,8
Mahnomen,Minnesota,6
Mahoning,Ohio,1119
Major,Oklahoma,5
Malheur,Oregon,36
Manassas,Virginia,44
Manassas Park,Virginia,7
Manatee,Florida,517
Manistee,Michigan,18
Manitowoc,Wisconsin,35
Marathon,Wisconsin,56
Marengo,Alabama,41
Maricopa,Arizona,8582
Maries,Missouri,5
Marin,California,170
Marinette,Wisconsin,27
Marion,Alabama,21
Marion,Arkansas,12
Marion,Florida,499
Marion,Georgia,7
Marion,Illinois,10
Marion,Indiana,3849
Marion,Iowa,10
Marion,Kansas,2
Marion,Kentucky,32
Marion,Mississippi,44
Marion,Missouri,27
Marion,Ohio,45
Marion,Oregon,377
Marion,South Carolina,134
Marion,Tennessee,36
Marion,Texas,63
Marion,West Virginia,73
Mariposa,California,33
Marlboro,South Carolina,161
Marquette,Michigan,35
Marquette,Wisconsin,4
Marshall,Alabama,97
Marshall,Illinois,5
Marshall,Indiana,16
Marshall,Iowa,24
Marshall,Kansas,5
Marshall,Kentucky,32
Marshall,Mississippi,41
Marshall,Oklahoma,20
Marshall,South Dakota,1
Marshall,Tennessee,16
Marshall,West Virginia,40
Martin,Florida,156
Martin,Indiana,16
Martin,Kentucky,10
Martin,Minnesota,2
Martin,North Carolina,74
Martin,Texas,7
Martinsville,Virginia,90
Mason,Illinois,3
Mason,Kentucky,8
Mason,Michigan,21
Mason,Texas,5
Mason,Washington,74
Mason,West Virginia,40
Massac,Illinois,7
Matagorda,Texas,126
Matanuska-Susitna,Alaska,10
Mathews,Virginia,15
Maui,Hawaii,98
Maury,Tennessee,170
Maverick,Texas,49
Mayes,Oklahoma,58
McClain,Oklahoma,37
McCone,Montana,1
McCook,South Dakota,1
McCormick,South Carolina,26
McCracken,Kentucky,125
McCreary,Kentucky,27
McCulloch,Texas,11
McCurtain,Oklahoma,187
McDonald,Missouri,27
McDonough,Illinois,5
McDowell,North Carolina,85
McDowell,West Virginia,120
McDuffie,Georgia,37
McHenry,Illinois,25
McHenry,North Dakota,3
McIntosh,Georgia,23
McIntosh,North Dakota,3
McIntosh,Oklahoma,49
McKean,Pennsylvania,22
McKenzie,North Dakota,6
McKinley,New Mexico,121
McLean,Illinois,47
McLean,Kentucky,4
McLean,North Dakota,1
McLennan,Texas,667
McLeod,Minnesota,12
McMinn,Tennessee,81
McMullen,Texas,2
McNairy,Tennessee,15
McPherson,Kansas,10
Meade,Kansas,2
Meade,Kentucky,13
Meade,South Dakota,10
Meagher,Montana,3
Mecklenburg,North Carolina,2660
Mecklenburg,Virginia,98
Mecosta,Michigan,20
Medina,Ohio,27
Medina,Texas,71
Meeker,Minnesota,8
Meigs,Ohio,8
Meigs,Tennessee,13
Menard,Illinois,2
Menard,Texas,5
Mendocino,California,219
Menifee,Kentucky,6
Menominee,Michigan,18
Menominee,Wisconsin,12
Merced,California,546
Mercer,Illinois,8
Mercer,Kentucky,23
Mercer,Missouri,8
Mercer,New Jersey,843
Mercer,North Dakota,3
Mercer,Ohio,10
Mercer,Pennsylvania,78
Mercer,West Virginia,186
Meriwether,Georgia,44
Merrick,Nebraska,7
Merrimack,New Hampshire,76
Mesa,Colorado,149
Metcalfe,Kentucky,7
Miami,Indiana,13
Miami,Kansas,17
Miami,Ohio,54
Miami-Dade,Florida,523
Middlesex,Connecticut,60
Middlesex,Massachusetts,606
Middlesex,New Jersey,520
Middlesex,Virginia,19
Midland,Michigan,31
Midland,Texas,228
Mifflin,Pennsylvania,23
Milam,Texas,51
Millard,Utah,13
Mille Lacs,Minnesota,20
Miller,Arkansas,129
Miller,Georgia,4
Miller,Missouri,16
Mills,Iowa,5
Mills,Texas,4
Milwaukee,Wisconsin,3808
Miner,South Dakota,6
Mineral,Colorado,2
Mineral,Montana,3
Mineral,Nevada,12
Mineral,West Virginia,25
Mingo,West Virginia,99
Minidoka,Idaho,15
Minnehaha,South Dakota,100
Missaukee,Michigan,5
Mississippi,Arkansas,257
Mississippi,Missouri,25
Missoula,Montana,56
Mitchell,Georgia,56
Mitchell,Kansas,5
Mitchell,North Carolina,2
Mitchell,Texas,19
Mobile,Alabama,1658
Modoc,California,25
Moffat,Colorado,17
Mohave,Arizona,348
Moniteau,Missouri,5
Monmouth,New Jersey,413
Mono,California,7
Monona,Iowa,1
Monongalia,West Virginia,71
Monroe,Alabama,58
Monroe,Arkansas,45
Monroe,Florida,163
Monroe,Georgia,32
Monroe,Illinois,4
Monroe,Indiana,74
Monroe,Iowa,4
Monroe,Kentucky,10
Monroe,Michigan,130
Monroe,Mississippi,35
Monroe,Missouri,1
Monroe,New York,1639
Monroe,Ohio,5
Monroe,Pennsylvania,141
Monroe,Tennessee,51
Monroe,West Virginia,21
Monroe,Wisconsin,34
Montague,Texas,33
Montcalm,Michigan,62
Monterey,California,1057
Montezuma,Colorado,37
Montgomery,Alabama,930
Montgomery,Arkansas,16
Montgomery,Georgia,2
Montgomery,Illinois,4
Montgomery,Indiana,20
Montgomery,Iowa,8
Montgomery,Kansas,52
Montgomery,Kentucky,26
Montgomery,Maryland,716
Montgomery,Mississippi,29
Montgomery,Missouri,9
Montgomery,New York,23
Montgomery,North Carolina,81
Montgomery,Ohio,1726
Montgomery,Pennsylvania,531
Montgomery,Tennessee,248
Montgomery,Texas,494
Montgomery,Virginia,120
Montmorency,Michigan,13
Montour,Pennsylvania,6
Montrose,Colorado,28
Moody,South Dakota,2
Moore,North Carolina,170
Moore,Tennessee,4
Moore,Texas,22
Mora,New Mexico,1
Morehouse,Louisiana,69
Morgan,Alabama,172
Morgan,Colorado,22
Morgan,Georgia,8
Morgan,Illinois,8
Morgan,Indiana,28
Morgan,Kentucky,10
Morgan,Missouri,20
Morgan,Ohio,7
Morgan,Tennessee,26
Morgan,Utah,6
Morgan,West Virginia,21
Morris,Kansas,2
Morris,New Jersey,168
Morris,Texas,44
Morrison,Minnesota,17
Morrow,Ohio,21
Morrow,Oregon,9
Morton,Kansas,3
Morton,North Dakota,15
Motley,Texas,4
Moultrie,Illinois,1
Mountrail,North Dakota,7
Mower,Minnesota,24
Muhlenberg,Kentucky,24
Multnomah,Oregon,1514
Murray,Georgia,36
Murray,Minnesota,3
Murray,Oklahoma,15
Muscatine,Iowa,33
Muscogee,Georgia,677
Muskegon,Michigan,238
Muskingum,Ohio,94
Muskogee,Oklahoma,226
Musselshell,Montana,3
Nacogdoches,Texas,131
Nantucket,Massachusetts,3
Napa,California,114
Nash,North Carolina,452
Nassau,Florida,98
Nassau,New York,952
Natchitoches,Louisiana,122
Natrona,Wyoming,97
Navajo,Arizona,105
Navarro,Texas,106
Nelson,Kentucky,39
Nelson,North Dakota,2
Nelson,Virginia,20
Nemaha,Kansas,3
Nemaha,Nebraska,4
Neosho,Kansas,8
Neshoba,Mississippi,16
Nevada,Arkansas,18
Nevada,California,105
New Castle,Delaware,826
New Hanover,North Carolina,350
New Haven,Connecticut,1569
New Kent,Virginia,24
New London,Connecticut,178
New Madrid,Missouri,26
New York,New York,38431
Newaygo,Michigan,51
Newberry,South Carolina,82
Newport,Rhodes Island,49
Newport News,Virginia,742
Newton,Arkansas,11
Newton,Georgia,141
Newton,Indiana,26
Newton,Mississippi,38
Newton,Missouri,32
Newton,Texas,58
Nez Perce,Idaho,38
Niagara,New York,181
Nicholas,Kentucky,4
Nicholas,West Virginia,35
Nicollet,Minnesota,6
Niobrara,Wyoming,3
Noble,Indiana,14
Noble,Ohio,6
Noble,Oklahoma,18
Nobles,Minnesota,4
Nodaway,Missouri,15
Nolan,Texas,33
Nome,Alaska,16
Norfolk,Massachusetts,232
Norfolk,Virginia,1603
Norman,Minnesota,2
North Slope,Alaska,30
Northampton,North Carolina,81
Northampton,Pennsylvania,227
Northampton,Virginia,52
Northumberland,Pennsylvania,56
Northumberland,Virginia,13
Northwest Arctic,Alaska,11
Norton,Kansas,2
Norton,Virginia,9
Nottoway,Virginia,39
Nowata,Oklahoma,9
Noxubee,Mississippi,5
Nueces,Texas,965
Nye,Nevada,51
O'Brien,Iowa,5
Oakland,Michigan,1000
Obion,Tennessee,38
Ocean,New Jersey,261
Oceana,Michigan,29
Ochiltree,Texas,9
Oconee,Georgia,9
Oconee,South Carolina,133
Oconto,Wisconsin,26
Ogemaw,Michigan,26
Ogle,Illinois,2
Oglethorpe,Georgia,16
Ohio,Indiana,3
Ohio,Kentucky,19
Ohio,West Virginia,64
Okaloosa,Florida,163
Okanogan,Washington,64
Okeechobee,Florida,93
Okfuskee,Oklahoma,27
Oklahoma,Oklahoma,2788
Okmulgee,Oklahoma,115
Oktibbeha,Mississippi,51
Oldham,Kentucky,27
Oldham,Texas,10
Oliver,North Dakota,1
Olmsted,Minnesota,64
Oneida,Idaho,9
Oneida,New York,281
Oneida,Wisconsin,15
Onondaga,New York,617
Onslow,North Carolina,230
Ontario,New York,47
Ontonagon,Michigan,5
Orange,California,3812
Orange,Florida,2177
Orange,Indiana,19
Orange,New York,353
Orange,North Carolina,175
Orange,Texas,187
Orange,Vermont,10
Orange,Virginia,38
Orangeburg,South Carolina,410
Oregon,Missouri,20
Orleans,Louisiana,7847
Orleans,New York,39
Orleans,Vermont,17
Osage,Kansas,16
Osage,Missouri,5
Osage,Oklahoma,69
Osborne,Kansas,2
Osceola,Florida,253
Osceola,Michigan,24
Oscoda,Michigan,13
Oswego,New York,50
Otero,Colorado,26
Otero,New Mexico,67
Otoe,Nebraska,13
Otsego,Michigan,19
Otsego,New York,28
Ottawa,Michigan,79
Ottawa,Ohio,17
Ottawa,Oklahoma,48
Otter Tail,Minnesota,30
Ouachita,Arkansas,88
Ouachita,Louisiana,381
Outagamie,Wisconsin,57
Overton,Tennessee,22
Owen,Indiana,9
Owen,Kentucky,7
Owsley,Kentucky,18
Owyhee,Idaho,10
Oxford,Maine,38
Ozark,Missouri,29
Ozaukee,Wisconsin,22
Pacific,Washington,21
Page,Iowa,3
Page,Virginia,29
Palm Beach,Florida,2642
Palo Alto,Iowa,1
Palo Pinto,Texas,62
Pamlico,North Carolina,16
Panola,Mississippi,48
Panola,Texas,47
Park,Colorado,23
Park,Montana,5
Park,Wyoming,24
Parke,Indiana,6
Parker,Texas,106
Parmer,Texas,11
Pasco,Florida,483
Pasquotank,North Carolina,75
Passaic,New Jersey,955
Patrick,Virginia,30
Paulding,Georgia,56
Paulding,Ohio,8
Pawnee,Kansas,1
Pawnee,Nebraska,1
Pawnee,Oklahoma,29
Payette,Idaho,18
Payne,Oklahoma,76
Peach,Georgia,43
Pearl River,Mississippi,38
Pecos,Texas,41
Pembina,North Dakota,7
Pemiscot,Missouri,46
Pend Oreille,Washington,19
Pender,North Carolina,53
Pendleton,Kentucky,7
Pendleton,West Virginia,5
Pennington,Minnesota,5
Pennington,South Dakota,102
Penobscot,Maine,117
Peoria,Illinois,139
Pepin,Wisconsin,3
Perkins,South Dakota,1
Perquimans,North Carolina,26
Perry,Alabama,28
Perry,Arkansas,12
Perry,Illinois,8
Perry,Indiana,22
Perry,Kentucky,128
Perry,Mississippi,9
Perry,Missouri,16
Perry,Ohio,8
Perry,Pennsylvania,47
Perry,Tennessee,7
Pershing,Nevada,15
Person,North Carolina,80
Petersburg,Virginia,255
Pettis,Missouri,38
Phelps,Missouri,36
Philadelphia,Pennsylvania,12851
Phillips,Arkansas,146
Phillips,Colorado,3
Phillips,Montana,5
Pickaway,Ohio,27
Pickens,Alabama,30
Pickens,Georgia,12
Pickens,South Carolina,155
Pickett,Tennessee,5
Pierce,Georgia,14
Pierce,Nebraska,3
Pierce,North Dakota,1
Pierce,Washington,1310
Pierce,Wisconsin,16
Pike,Alabama,55
Pike,Arkansas,22
Pike,Georgia,21
Pike,Illinois,5
Pike,Indiana,22
Pike,Kentucky,123
Pike,Mississippi,67
Pike,Missouri,26
Pike,Ohio,19
Pike,Pennsylvania,36
Pima,Arizona,2429
Pinal,Arizona,427
Pine,Minnesota,12
Pinellas,Florida,1559
Piscataquis,Maine,17
Pitkin,Colorado,10
Pitt,North Carolina,338
Pittsburg,Oklahoma,87
Pittsylvania,Virginia,140
Piute,Utah,1
Placer,California,208
Plaquemines,Louisiana,56
Platte,Missouri,35
Platte,Nebraska,18
Platte,Wyoming,15
Pleasants,West Virginia,9
Plumas,California,48
Plymouth,Iowa,14
Plymouth,Massachusetts,324
Pocahontas,Iowa,4
Pocahontas,West Virginia,23
Poinsett,Arkansas,49
Pointe Coupee,Louisiana,29
Polk,Arkansas,30
Polk,Florida,1017
Polk,Georgia,60
Polk,Iowa,459
Polk,Minnesota,21
Polk,Missouri,21
Polk,North Carolina,25
Polk,Oregon,61
Polk,Tennessee,12
Polk,Texas,86
Polk,Wisconsin,26
Pondera,Montana,5
Pontotoc,Mississippi,6
Pontotoc,Oklahoma,63
Pope,Arkansas,66
Pope,Illinois,1
Pope,Minnesota,4
Poquoson,Virginia,8
Portage,Ohio,72
Portage,Wisconsin,28
Porter,Indiana,80
Portsmouth,Virginia,661
Posey,Indiana,16
Pottawatomie,Kansas,8
Pottawatomie,Oklahoma,142
Pottawattamie,Iowa,86
Potter,Pennsylvania,27
Potter,South Dakota,1
Potter,Texas,577
Powder River,Montana,1
Powell,Kentucky,18
Powell,Montana,2
Power,Idaho,8
Poweshiek,Iowa,7
Powhatan,Virginia,26
Prairie,Arkansas,16
Pratt,Kansas,5
Preble,Ohio,45
Prentiss,Mississippi,8
Presidio,Texas,22
Presque Isle,Michigan,7
Preston,West Virginia,23
